algorithm,scan,signal,op_channel,nic_channel,ssid,bssid,vendor,delayj,delayk,frame_type,kernel_time,jiffies,prequest
def,62,-77,11,11,FreeWifi_secure,2e:ef:b7:54:7c:72,NA,29,0.0297669999999925,presponse,9520.595979,9220596,323
def,63,-67,1,1,SFR_C288,30:7e:cb:42:c2:8c,NA,4,0.00413799999842013,presponse,9563.095252,9263096,533
def,63,-70,1,1,SFR WiFi FON,8a:7e:cb:42:c2:8d,NA,6,0.00610799999958545,presponse,9563.097222,9263098,533
def,63,-67,1,1,SFR WiFi Mobile,8a:7e:cb:42:c2:8f,NA,8,0.00834299999951327,presponse,9563.099457,9263100,533
def,63,-78,2,1,Cornouaille_L,00:22:3f:9f:af:f4,NA,12,0.0120179999994434,presponse,9563.103132,9263104,533
def,63,-86,1,1,SFR_7340,30:7e:cb:ad:73:44,NA,19,0.0198700000000827,presponse,9563.110984,9263111,533
def,63,-86,1,1,SFR WiFi FON,a2:7e:cb:ad:73:45,NA,23,0.0238909999989119,presponse,9563.115005,9263115,533
def,63,-84,1,1,SFR WiFi Mobile,a2:7e:cb:ad:73:47,NA,26,0.0261319999990519,presponse,9563.117246,9263118,533
def,63,-67,1,2,SFR_C288,30:7e:cb:42:c2:8c,NA,9,0.00938100000166742,presponse,9563.161561,9263162,534
def,63,-67,1,2,SFR_C288,30:7e:cb:42:c2:8c,NA,16,0.016088000000309,presponse,9563.168268,9263169,534
def,63,-66,1,2,SFR_C288,30:7e:cb:42:c2:8c,NA,19,0.0196500000001834,presponse,9563.17183,9263172,534
def,63,-67,1,2,SFR_C288,30:7e:cb:42:c2:8c,NA,25,0.0251310000003286,presponse,9563.177311,9263178,534
def,63,-67,1,2,SFR WiFi FON,8a:7e:cb:42:c2:8d,NA,28,0.0283770000005461,presponse,9563.180557,9263181,534
def,63,-67,1,2,SFR WiFi Mobile,8a:7e:cb:42:c2:8f,NA,30,0.0306390000005194,presponse,9563.182819,9263183,534
def,63,-79,2,3,Cornouaille_L,00:22:3f:9f:af:f4,NA,3,0.00358199999936915,presponse,9563.217722,9263218,535
def,63,-66,6,5,Livebox-5632,5c:33:8e:e8:4d:f6,NA,4,0.00475600000027043,presponse,9563.344985,9263345,537
def,63,-67,6,5,orange,52:33:8e:e8:4d:f6,NA,6,0.00681900000017777,presponse,9563.347048,9263347,537
def,63,-63,6,5,orange,52:33:8e:e8:4d:f6,NA,11,0.0111640000013722,presponse,9563.351393,9263352,537
def,63,-65,6,6,Livebox-a5f6,5c:33:8e:48:43:6d,NA,9,0.00957200000084413,presponse,9563.411797,9263412,538
def,63,-67,6,6,orange,52:33:8e:48:43:6d,NA,11,0.0114400000002206,presponse,9563.413665,9263414,538
def,63,-65,6,6,Livebox-5632,5c:33:8e:e8:4d:f6,NA,16,0.016207000000577,presponse,9563.418432,9263419,538
def,63,-64,6,6,orange,52:33:8e:e8:4d:f6,NA,18,0.0182610000010754,presponse,9563.420486,9263421,538
def,63,-77,6,6,E Liberte.fr,e0:a1:d7:08:5e:9c,NA,22,0.0218619999996008,presponse,9563.424087,9263425,538
def,63,-79,6,6,SFR WiFi FON,92:a1:d7:08:5e:9d,NA,31,0.031608999999662,presponse,9563.433834,9263434,538
def,63,-74,7,7,Bosphore2011,f4:ca:e5:f2:c7:0c,NA,3,0.00302799999917625,presponse,9563.473257,9263474,539
def,63,-74,7,7,FreeWifi,f4:ca:e5:f2:c7:0d,NA,5,0.00489999999990687,presponse,9563.475129,9263476,539
def,63,-78,6,7,E Liberte.fr,e0:a1:d7:08:5e:9c,NA,24,0.0240119999998569,presponse,9563.494241,9263495,539
def,63,-77,6,7,SFR WiFi FON,92:a1:d7:08:5e:9d,NA,26,0.026001999998698,presponse,9563.496231,9263497,539
def,63,-77,6,7,SFR WiFi Mobile,92:a1:d7:08:5e:9f,NA,28,0.0282569999999396,presponse,9563.498486,9263499,539
def,63,-69,6,8,Livebox-a5f6,5c:33:8e:48:43:6d,NA,7,0.00729400000091118,presponse,9563.538522,9263539,540
def,63,-69,6,8,orange,52:33:8e:48:43:6d,NA,9,0.00899899999967602,presponse,9563.540227,9263541,540
def,63,-66,6,8,orange,52:33:8e:48:43:6d,NA,12,0.012206999999762,presponse,9563.543435,9263544,540
def,63,-69,6,8,orange,52:33:8e:48:43:6d,NA,16,0.016193999999814,presponse,9563.547422,9263548,540
def,63,-73,11,9,SFR WiFi Public,9a:a1:d7:d6:2d:ad,NA,16,0.0164570000015374,presponse,9563.609635,9263610,541
def,63,-78,11,9,SFR WiFi Mobile,9a:a1:d7:d6:2d:af,NA,25,0.0255950000009761,presponse,9563.618773,9263619,541
def,63,-72,11,10,SFR WiFi Mobile,9a:a1:d7:d6:2d:af,NA,4,0.00435400000060326,presponse,9563.660486,9263661,542
def,63,-72,11,10,NEUF_2DA8,e0:a1:d7:d6:2d:ac,NA,7,0.00707200000033481,presponse,9563.663204,9263664,542
def,63,-72,11,10,SFR WiFi Public,9a:a1:d7:d6:2d:ad,NA,9,0.00975199999993492,presponse,9563.665884,9263666,542
def,63,-83,11,11,Livebox-FB84_xt,08:86:3b:cc:c0:06,NA,3,0.00369800000044052,presponse,9563.720848,9263721,543
def,64,-78,1,1,WANADOO-DF48,00:19:7d:5a:33:d6,NA,2,0.00227900000027148,presponse,9607.893338,9307894,676
def,64,-71,1,1,SFR_7340,30:7e:cb:ad:73:44,NA,6,0.00631000000066706,presponse,9607.897369,9307898,676
def,64,-63,1,1,SFR WiFi FON,a2:7e:cb:ad:73:45,NA,12,0.0127420000007987,presponse,9607.903801,9307904,676
def,64,-62,1,1,SFR WiFi Mobile,a2:7e:cb:ad:73:47,NA,14,0.0149320000000444,presponse,9607.905991,9307906,676
def,64,-84,1,1,SFR_C288,30:7e:cb:42:c2:8c,NA,28,0.0289119999997638,presponse,9607.919971,9307920,676
def,64,-82,2,2,Cornouaille_L,00:22:3f:9f:af:f4,NA,7,0.0071910000006028,presponse,9607.960386,9307961,677
def,64,-82,1,2,WANADOO-DF48,00:19:7d:5a:33:d6,NA,12,0.0119599999998172,presponse,9607.965155,9307966,677
def,64,-85,1,3,WANADOO-DF48,00:19:7d:5a:33:d6,NA,2,0.00213199999961944,presponse,9608.01731,9308018,678
def,64,-66,5,5,freeybis,0e:76:6b:29:10:48,NA,3,0.00343500000053609,presponse,9608.142612,9308143,680
def,64,-64,5,5,FreeWifi,0e:76:6b:29:10:4a,NA,5,0.00582500000018626,presponse,9608.145002,9308145,680
def,64,-63,5,5,FreeWifi_secure,0e:76:6b:29:10:4b,NA,8,0.00856300000123156,presponse,9608.14774,9308148,680
def,64,-82,6,6,orange,52:33:8e:e8:4d:f6,NA,48,0.0483360000016546,presponse,9608.187513,9308188,680
def,64,-70,7,6,Bosphore2011,f4:ca:e5:f2:c7:0c,NA,4,0.00469499999962864,presponse,9608.20888,9308209,681
def,64,-71,7,6,Bosphore2011,f4:ca:e5:f2:c7:0c,NA,6,0.00662799999918207,presponse,9608.210813,9308211,681
def,64,-70,7,6,FreeWifi,f4:ca:e5:f2:c7:0d,NA,16,0.0166090000002441,presponse,9608.220794,9308221,681
def,64,-81,6,6,Livebox-5632,5c:33:8e:e8:4d:f6,NA,27,0.0277139999998326,presponse,9608.231899,9308232,681
def,64,-82,6,6,orange,52:33:8e:e8:4d:f6,NA,31,0.0313800000003539,presponse,9608.235565,9308236,681
def,64,-70,7,7,Bosphore2011,f4:ca:e5:f2:c7:0c,NA,2,0.00281799999902432,presponse,9608.270013,9308270,682
def,64,-70,7,7,FreeWifi_secure,f4:ca:e5:f2:c7:0e,NA,15,0.0153510000000097,presponse,9608.282546,9308283,682
def,64,-71,7,7,FreeWifi,f4:ca:e5:f2:c7:0d,NA,17,0.0171329999993759,presponse,9608.284328,9308285,682
def,64,-83,6,8,Livebox-6bcc,5c:33:8e:0d:69:5d,NA,49,0.049048999999286,presponse,9608.316244,9308317,682
def,64,-70,11,10,NEUF_AEAC,00:17:33:f4:ae:b0,NA,13,0.0129450000003999,presponse,9608.46617,9308467,685
def,64,-70,11,10,NEUF_AEAC,00:17:33:f4:ae:b0,NA,15,0.015690000000177,presponse,9608.468915,9308469,685
def,64,-70,11,10,SFR WiFi FON,ba:17:33:f4:ae:b1,NA,17,0.0170930000003864,presponse,9608.470318,9308471,685
def,64,-70,11,10,SFR WiFi Mobile,ba:17:33:f4:ae:b3,NA,18,0.0188390000002983,presponse,9608.472064,9308472,685
def,64,-75,11,11,SFR WiFi FON,ba:17:33:f4:ae:b1,NA,8,0.00821499999983644,presponse,9608.524439,9308525,686
def,64,-70,11,11,SFR WiFi Mobile,ba:17:33:f4:ae:b3,NA,11,0.0115869999990537,presponse,9608.527811,9308528,686
def,64,-75,11,11,NEUF_AEAC,00:17:33:f4:ae:b0,NA,14,0.014365999999427,presponse,9608.53059,9308531,686
def,64,-81,11,11,FreeWifi,00:24:d4:5d:16:75,NA,16,0.0160929999983637,presponse,9608.532317,9308533,686
def,64,-81,11,11,FreeWifi_secure,00:24:d4:5d:16:76,NA,18,0.0182669999994687,presponse,9608.534491,9308535,686
def,64,-76,11,11,fabfreebox,00:24:d4:9d:3c:94,NA,23,0.0230199999987235,presponse,9608.539244,9308540,686
def,64,-76,11,11,FreeWifi,00:24:d4:9d:3c:95,NA,31,0.0311229999988427,presponse,9608.547347,9308548,686
def,65,-74,1,1,Livebox-5514,2c:39:96:21:55:14,NA,15,0.0155620000005001,presponse,9649.758738,9349759,401
def,65,-75,1,1,Livebox-D5F2,2c:39:96:27:d5:f2,NA,21,0.0211920000001555,presponse,9649.764368,9349765,401
def,65,-80,1,1,orange,ca:f1:b0:ca:af:d0,NA,30,0.03000400000019,presponse,9649.77318,9349774,401
def,65,-83,1,2,SFR WiFi Mobile,a2:7e:cb:ad:73:47,NA,48,0.0483800000001793,presponse,9649.791556,9349792,401
def,65,-54,7,6,Bosphore2011,f4:ca:e5:f2:c7:0c,NA,5,0.00569100000029721,presponse,9650.058868,9350059,406
def,65,-58,7,6,FreeWifi,f4:ca:e5:f2:c7:0d,NA,11,0.0109389999997802,presponse,9650.064116,9350065,406
def,65,-66,6,6,le_pharaon,5c:33:8e:10:ed:d1,NA,26,0.0263169999998354,presponse,9650.079494,9350080,406
def,65,-70,6,7,Livebox-6bcc,5c:33:8e:0d:69:5d,NA,4,0.00457599999936065,presponse,9650.120758,9350121,407
def,65,-66,7,7,FREEBOX_KARIM_CF,16:ef:08:09:85:28,NA,22,0.0221550000005664,presponse,9650.138337,9350139,407
def,65,-63,7,7,FreeWifi,16:ef:08:09:85:2a,NA,26,0.0266560000000027,presponse,9650.142838,9350143,407
def,65,-66,7,7,FreeWifi_secure,16:ef:08:09:85:2b,NA,29,0.0293579999997746,presponse,9650.14554,9350146,407
def,65,-68,7,7,Bosphore2011,f4:ca:e5:f2:c7:0c,NA,35,0.0352600000005623,presponse,9650.151442,9350152,407
def,65,-54,7,8,FreeWifi,f4:ca:e5:f2:c7:0d,NA,52,0.0524289999993925,presponse,9650.168611,9350169,407
def,65,-55,7,8,FreeWifi,f4:ca:e5:f2:c7:0d,NA,7,0.00693599999976868,presponse,9650.191117,9350192,408
def,65,-54,7,8,FreeWifi,f4:ca:e5:f2:c7:0d,NA,8,0.00870500000019092,presponse,9650.192886,9350193,408
def,65,-60,7,8,FreeWifi_secure,f4:ca:e5:f2:c7:0e,NA,10,0.0108189999991737,presponse,9650.195,9350195,408
def,65,-60,7,8,Bosphore2011,f4:ca:e5:f2:c7:0c,NA,12,0.0126079999990907,presponse,9650.196789,9350197,408
def,65,-72,11,11,Livebox-14D8,2c:39:96:27:14:d8,NA,15,0.0155739999991056,presponse,9650.385805,9350386,411
def,65,-70,11,11,Livebox-C9A5,00:1d:6a:a4:6a:ff,NA,24,0.0243419999987964,presponse,9650.394573,9350395,411
def,66,-74,1,1,papagayo,30:7e:cb:69:1f:9c,NA,5,0.00507499999912397,presponse,9691.23621,9391237,786
def,66,-66,1,1,Livebox-AFCC,e8:f1:b0:ca:af:d0,NA,10,0.0108889999992243,presponse,9691.242024,9391242,786
def,66,-61,1,1,orange,ca:f1:b0:ca:af:d0,NA,13,0.0133170000008249,presponse,9691.244452,9391245,786
def,66,-76,1,1,SFR WiFi FON,92:7e:cb:69:1f:9d,NA,17,0.017453000000387,presponse,9691.248588,9391249,786
def,66,-73,1,1,SFR WiFi Mobile,92:7e:cb:69:1f:9f,NA,19,0.0196280000000115,presponse,9691.250763,9391251,786
def,66,-73,1,2,Livebox-AFCC,e8:f1:b0:ca:af:d0,NA,20,0.0199979999997595,presponse,9691.316176,9391317,787
def,66,-69,6,5,Livebox-644c,5c:33:8e:0d:bd:b7,NA,20,0.0200800000002346,presponse,9691.501304,9391502,790
def,66,-73,6,5,Livebox-8124,d0:ae:ec:01:b8:2e,NA,28,0.0280490000004647,presponse,9691.509273,9391510,790
def,66,-80,6,6,Livebox-49E9,dc:02:8e:54:49:e9,NA,54,0.0547249999999622,presponse,9691.535949,9391536,790
def,66,-72,6,6,Bouygues Telecom Wi-Fi,5a:1f:9f:c0:8a:cc,NA,3,0.00354599999991478,presponse,9691.546726,9391547,791
def,66,-70,6,6,Livebox-644c,5c:33:8e:0d:bd:b7,NA,16,0.0161559999996825,presponse,9691.559336,9391560,791
def,66,-71,6,6,Bbox-22DF1F,00:1f:9f:c0:8a:cf,NA,20,0.0198920000002545,presponse,9691.563072,9391564,791
def,66,-75,6,6,Livebox-8124,d0:ae:ec:01:b8:2e,NA,24,0.0243419999987964,presponse,9691.567522,9391568,791
def,66,-74,7,7,Bosphore2011,f4:ca:e5:f2:c7:0c,NA,11,0.0117580000005546,presponse,9691.616926,9391617,792
def,66,-65,11,10,FreeWifi,00:24:d4:56:3b:21,NA,2,0.00285099999928207,presponse,9691.793021,9391793,795
def,66,-66,11,10,kingkebab,00:24:d4:56:3b:20,NA,6,0.00679900000068301,presponse,9691.796969,9391797,795
def,66,-82,11,11,NUMERICABLE-F632,c0:3f:0e:66:e4:33,NA,37,0.0370089999996708,presponse,9691.827179,9391828,795
def,66,-79,11,11,NUMERICABLE-8C28,00:22:3f:18:18:aa,NA,5,0.0055900000006659,presponse,9691.856775,9391857,796
def,66,-70,11,11,kingkebab,00:24:d4:56:3b:20,NA,8,0.00794000000132655,presponse,9691.859125,9391860,796
def,66,-67,11,11,FreeWifi,00:24:d4:56:3b:21,NA,9,0.00981300000057672,presponse,9691.860998,9391861,796
def,66,-67,11,11,FreeWifi_secure,00:24:d4:56:3b:22,NA,13,0.0132310000008147,presponse,9691.864416,9391865,796
def,66,-79,11,11,Livebox-14D8,2c:39:96:27:14:d8,NA,17,0.0177390000008018,presponse,9691.868924,9391869,796
def,66,-79,11,11,freebox_FACARD,86:7d:ce:49:9a:6c,NA,22,0.0221270000001823,presponse,9691.873312,9391874,796
def,67,-61,1,1,papagayo,30:7e:cb:69:1f:9c,NA,3,0.00383300000066811,presponse,9733.999973,9434000,643
def,67,-70,1,1,SFR WiFi FON,92:7e:cb:69:1f:9d,NA,6,0.00619000000006054,presponse,9734.00233,9434003,643
def,67,-61,1,1,SFR WiFi Mobile,92:7e:cb:69:1f:9f,NA,8,0.00836600000002363,presponse,9734.004506,9434005,643
def,67,-76,1,1,NUMERICABLE-0CD1,9c:d3:6d:a4:0c:d5,NA,11,0.0118980000006559,presponse,9734.008038,9434008,643
def,67,-79,1,1,Livebox-AFCC,e8:f1:b0:ca:af:d0,NA,19,0.019030000001294,presponse,9734.01517,9434016,643
def,67,-78,1,1,orange,ca:f1:b0:ca:af:d0,NA,25,0.0255150000011781,presponse,9734.021655,9434022,643
def,67,-84,1,2,GoldenElephant,b0:79:94:cb:20:2c,NA,41,0.0412080000005517,presponse,9734.037348,9434038,643
def,67,-61,1,2,papagayo,30:7e:cb:69:1f:9c,NA,5,0.00574400000004971,presponse,9734.06492,9434065,644
def,67,-63,1,2,SFR WiFi FON,92:7e:cb:69:1f:9d,NA,7,0.00772899999901711,presponse,9734.066905,9434067,644
def,67,-61,1,2,SFR WiFi Mobile,92:7e:cb:69:1f:9f,NA,10,0.00995499999953608,presponse,9734.069131,9434070,644
def,67,-61,1,2,SFR WiFi Mobile,92:7e:cb:69:1f:9f,NA,12,0.0121989999988728,presponse,9734.071375,9434072,644
def,67,-70,6,4,Bouygues Telecom Wi-Fi,72:1f:9f:53:d9:2a,NA,5,0.00560000000041327,presponse,9734.186779,9434187,646
def,67,-71,6,4,Bbox-B947EA,00:1f:9f:53:d9:29,NA,7,0.00748900000144204,presponse,9734.188668,9434189,646
def,67,-79,6,6,HP-Print-99-Photosmart 5520,28:92:4a:05:90:99,NA,3,0.00293899999996938,presponse,9734.308165,9434309,648
def,67,-79,6,6,Livebox-fc2d,00:19:70:56:5e:41,NA,10,0.00992399999995541,presponse,9734.31515,9434316,648
def,67,-80,6,6,Livebox-7e98,d0:ae:ec:6a:44:e4,NA,20,0.0203719999990426,presponse,9734.325598,9434326,648
def,67,-84,6,6,Livebox-E415,8c:e0:81:61:e4:15,NA,24,0.024701999998797,presponse,9734.329928,9434330,648
def,67,-80,6,6,orange,86:e0:81:61:e4:15,NA,26,0.0267509999994218,presponse,9734.331977,9434332,648
def,67,-78,6,6,SFR_9580,24:95:04:76:95:84,NA,31,0.0314949999992677,presponse,9734.336721,9434337,648
def,67,-76,6,7,SFR WiFi FON,c2:95:04:76:95:85,NA,37,0.0374899999987974,presponse,9734.342716,9434343,648
def,67,-77,6,7,SFR WiFi FON,c2:95:04:76:95:85,NA,41,0.0408499999994092,presponse,9734.346076,9434347,648
def,67,-76,6,7,SFR WiFi Mobile,c2:95:04:76:95:87,NA,53,0.0532430000002933,presponse,9734.358469,9434359,648
def,67,-67,6,7,Bouygues Telecom Wi-Fi,72:1f:9f:53:d9:2a,NA,2,0.00252999999975145,presponse,9734.371774,9434372,649
def,67,-67,6,7,Bbox-B947EA,00:1f:9f:53:d9:29,NA,4,0.00434800000039104,presponse,9734.373592,9434374,649
def,67,-76,6,7,SFR_9580,24:95:04:76:95:84,NA,15,0.0156630000001314,presponse,9734.384907,9434385,649
def,67,-76,6,7,SFR_9580,24:95:04:76:95:84,NA,19,0.018937000000733,presponse,9734.388181,9434389,649
def,67,-76,6,7,SFR_9580,24:95:04:76:95:84,NA,23,0.0235670000001846,presponse,9734.392811,9434393,649
def,67,-76,6,7,SFR WiFi FON,c2:95:04:76:95:85,NA,25,0.0257240000009915,presponse,9734.394968,9434395,649
def,67,-76,6,7,SFR WiFi FON,c2:95:04:76:95:85,NA,28,0.0279870000013034,presponse,9734.397231,9434398,649
def,67,-77,6,7,SFR WiFi FON,c2:95:04:76:95:85,NA,30,0.0300800000004529,presponse,9734.399324,9434400,649
def,67,-83,6,8,SFR WiFi Mobile,c2:95:04:76:95:87,NA,37,0.0368639999996958,presponse,9734.406108,9434407,649
def,67,-81,6,8,SFR WiFi Mobile,c2:95:04:76:95:87,NA,55,0.0550450000009732,presponse,9734.424289,9434425,649
def,67,-82,11,10,Bbox-212EA3,00:1f:9f:bd:62:5f,NA,5,0.00541100000009465,presponse,9734.559637,9434560,652
def,67,-82,11,10,Bouygues Telecom Wi-Fi,72:1f:9f:bd:62:5c,NA,17,0.0175959999996849,presponse,9734.571822,9434572,652
def,67,-69,11,11,FreeWifi_secure,00:24:d4:56:3b:22,NA,15,0.0153129999998782,presponse,9734.631491,9434632,653
def,67,-79,11,11,freebox_FPCOIS,5a:6c:16:f8:80:58,NA,31,0.0312290000001667,presponse,9734.647407,9434648,653
def,68,-72,1,1,Livebox-E658,00:1f:3a:96:4f:7e,NA,2,0.00233099999968545,presponse,9779.445445,9479446,588
def,68,-83,1,1,GoldenElephant,b0:79:94:cb:20:2c,NA,6,0.00691300000107731,presponse,9779.450027,9479450,588
def,68,-72,1,1,NUMERICABLE-2484,44:94:fc:7d:24:84,NA,11,0.011211999999432,presponse,9779.454326,9479455,588
def,68,-84,1,1,NUMERICABLE-63C5,9c:d3:6d:a4:63:c9,NA,17,0.0173030000005383,presponse,9779.460417,9479461,588
def,68,-83,1,1,GoldenElephant,b0:79:94:cb:20:2c,NA,20,0.0202750000007654,presponse,9779.463389,9479464,588
def,68,-66,2,2,planchearepasser,14:0c:76:fd:b5:94,NA,19,0.0193940000008297,presponse,9779.524541,9479525,589
def,68,-67,2,2,FreeWifi,14:0c:76:fd:b5:95,NA,21,0.0211679999993066,presponse,9779.526315,9479527,589
def,68,-67,2,2,FreeWifi_secure,14:0c:76:fd:b5:96,NA,23,0.0233320000006643,presponse,9779.528479,9479529,589
def,68,-77,1,3,Livebox-E658,00:1f:3a:96:4f:7e,NA,2,0.00233300000036252,presponse,9779.56853,9479569,590
def,68,-70,6,4,Livebox-05c0,00:1d:6a:5e:21:b6,NA,4,0.00485099999968952,presponse,9779.633971,9479634,591
def,68,-69,6,4,Livebox-05c0,00:1d:6a:5e:21:b6,NA,15,0.0153950000003533,presponse,9779.644515,9479645,591
def,68,-66,6,5,Livebox-05c0,00:1d:6a:5e:21:b6,NA,42,0.042131000000154,presponse,9779.671251,9479672,591
def,68,-64,6,5,Livebox-E415,8c:e0:81:61:e4:15,NA,15,0.015387000001283,presponse,9779.70858,9479709,592
def,68,-61,6,5,orange,86:e0:81:61:e4:15,NA,24,0.02446400000008,presponse,9779.717657,9479718,592
def,68,-78,6,6,Livebox-602c,00:19:70:32:78:8f,NA,42,0.0425000000013824,presponse,9779.735693,9479736,592
def,68,-81,6,6,orange,06:19:70:32:78:8f,NA,44,0.0445390000004409,presponse,9779.737732,9479738,592
def,68,-79,6,6,SFR_9580,24:95:04:76:95:84,NA,48,0.0479700000014418,presponse,9779.741163,9479742,592
def,68,-79,6,6,SFR WiFi FON,c2:95:04:76:95:85,NA,49,0.0498810000008234,presponse,9779.743074,9479743,592
def,68,-79,6,6,SFR WiFi Mobile,c2:95:04:76:95:87,NA,52,0.0521390000012616,presponse,9779.745332,9479746,592
def,68,-65,6,6,Livebox-05c0,00:1d:6a:5e:21:b6,NA,5,0.0055290000000241,presponse,9779.763673,9479764,593
def,68,-65,6,6,Livebox-05c0,00:1d:6a:5e:21:b6,NA,16,0.0167899999996735,presponse,9779.774934,9479775,593
def,68,-66,6,6,Livebox-E415,8c:e0:81:61:e4:15,NA,24,0.0246430000006512,presponse,9779.782787,9479783,593
def,68,-62,6,7,orange,86:e0:81:61:e4:15,NA,34,0.0347380000002886,presponse,9779.792882,9479793,593
def,68,-71,6,7,orange,86:e0:81:61:e4:15,NA,9,0.00952700000016193,presponse,9779.832698,9479833,594
def,68,-81,6,7,orange,06:19:70:32:78:8f,NA,25,0.0253329999995913,presponse,9779.848504,9479849,594
def,68,-82,6,8,orange,06:19:70:32:78:8f,NA,38,0.0379589999993186,presponse,9779.86113,9479862,594
def,68,-80,10,9,Wanadoo_461e,00:03:c9:52:6f:bf,NA,2,0.00220900000022084,presponse,9779.952387,9479953,596
def,68,-78,10,10,Wanadoo_461e,00:03:c9:52:6f:bf,NA,3,0.00388500000008207,presponse,9780.016054,9480016,597
def,68,-61,11,11,freebox_CG,7a:a4:42:a7:92:34,NA,14,0.0146349999995437,presponse,9780.095816,9480096,598
def,68,-61,11,11,FreeWifi,7a:a4:42:a7:92:36,NA,29,0.0296510000007402,presponse,9780.110832,9480111,598
def,69,-73,6,5,Livebox-73e0,5c:33:8e:7f:c3:f1,NA,8,0.00821600000017497,presponse,9829.919326,9529920,460
def,69,-76,6,6,Livebox-88c5,d0:ae:ec:2b:7a:56,NA,37,0.0377030000017839,presponse,9829.948813,9529949,460
def,69,-78,6,6,orange,06:19:70:8d:c4:ef,NA,48,0.0486520000013115,presponse,9829.959762,9529960,460
def,69,-79,6,6,orange,06:19:70:8d:c4:ef,NA,53,0.0539050000006682,presponse,9829.965015,9529965,460
def,69,-69,6,6,Livebox-40ae,5c:33:8e:2e:5c:39,NA,10,0.0106079999986832,presponse,9829.984797,9529985,461
def,69,-69,6,6,Livebox-40ae,5c:33:8e:2e:5c:39,NA,14,0.0143470000002708,presponse,9829.988536,9529989,461
def,69,-72,6,6,Livebox-40ae,5c:33:8e:2e:5c:39,NA,21,0.0217439999996714,presponse,9829.995933,9529996,461
def,69,-82,11,11,NEUF_31FC,e0:a1:d7:72:32:00,NA,43,0.0438410000006115,presponse,9830.269015,9530269,465
def,69,-74,11,11,Roswell,8a:8b:c5:d4:a6:78,NA,6,0.00591100000019651,presponse,9830.293141,9530294,466
def,69,-73,11,11,FreeWifi,8a:8b:c5:d4:a6:7a,NA,11,0.0109969999994064,presponse,9830.298227,9530299,466
def,69,-74,11,11,FreeWifi_secure,8a:8b:c5:d4:a6:7b,NA,16,0.016193999999814,presponse,9830.303424,9530304,466
def,69,-80,11,11,SFR WiFi FON,72:17:33:3b:bc:21,NA,22,0.0226170000005368,presponse,9830.309847,9530310,466
def,69,-80,11,11,SFR WiFi Mobile,72:17:33:3b:bc:23,NA,30,0.0299470000009023,presponse,9830.317177,9530318,466
def,70,-81,6,5,Apple Network 67e591,b8:8d:12:67:e5:91,NA,3,0.00338800000099582,presponse,9883.518592,9583519,328
def,70,-81,6,5,Apple Network 67e591,b8:8d:12:67:e5:91,NA,7,0.00694000000112283,presponse,9883.522144,9583523,328
def,70,-77,6,6,Apple Network 67e591,b8:8d:12:67:e5:91,NA,6,0.00621999999930267,presponse,9883.585433,9583586,329
def,70,-75,10,10,petzouille,7c:03:d8:bf:a0:64,NA,37,0.0371940000004543,presponse,9883.802369,9583803,332
def,70,-76,10,10,petzouille,7c:03:d8:bf:a0:64,NA,41,0.0417509999988397,presponse,9883.806926,9583807,332
def,70,-81,11,11,Livebox-5099,40:5a:9b:9e:50:99,NA,35,0.0353479999994306,presponse,9883.861522,9583862,333
def,70,-80,11,11,Quick WiFi,f8:d1:11:4b:11:f0,NA,6,0.00691399999959685,presponse,9883.898082,9583898,334
def,70,-79,11,11,NUMERICABLE-888E,00:1c:7b:79:06:9a,NA,10,0.0104190000001836,presponse,9883.901587,9583902,334
def,70,-84,11,11,NEUF_0634,00:17:33:95:06:38,NA,13,0.0133540000006178,presponse,9883.904522,9583905,334
def,70,-83,11,11,SFR WiFi FON,ba:17:33:95:06:39,NA,16,0.0162779999991471,presponse,9883.907446,9583908,334
def,70,-82,11,11,SFR WiFi Mobile,ba:17:33:95:06:3b,NA,18,0.0179869999992661,presponse,9883.909155,9583910,334
def,70,-83,11,11,ARES,00:26:f2:64:a3:68,NA,21,0.021350999999413,presponse,9883.912519,9583913,334
20,2,-74,6,6,Bbox-F6C5E5,00:19:70:78:83:26,NA,3,0.00340399999913643,presponse,4629.657498,4329658,871
20,2,-73,6,6,SFR_F738,30:7e:cb:ae:f7:3c,NA,6,0.00673699999970268,presponse,4629.660831,4329661,871
20,2,-73,6,6,SFR WiFi FON,62:7e:cb:ae:f7:3d,NA,8,0.00873499999943306,presponse,4629.662829,4329663,871
20,2,-75,6,6,SFR WiFi Mobile,62:7e:cb:ae:f7:3f,NA,10,0.0109759999995731,presponse,4629.66507,4329665,871
20,2,-78,-2,6,,d0:ae:ec:1a:1c:c7,NA,19,0.0196599999999307,presponse,4629.673754,4329674,871
20,5,-78,6,6,Bbox-A5A06C,00:19:70:68:b9:aa,NA,3,0.00346899999931338,presponse,4806.136578,4506137,890
20,5,-65,6,6,Livebox-931A,2c:39:96:24:93:1a,NA,15,0.0151359999999841,presponse,4806.148245,4506149,890
20,5,-64,6,6,Livebox-931A,2c:39:96:24:93:1a,NA,23,0.0229389999994964,presponse,4806.156048,4506157,890
20,6,-77,6,6,NUMERICABLE-C303,00:1a:2b:80:35:82,NA,5,0.0053330000000642,presponse,4844.854435,4544855,910
20,6,-77,6,6,Livebox-0788,2c:39:96:2a:07:88,NA,9,0.00960699999995995,presponse,4844.858709,4544859,910
